nama_hotel,nama_pelanggan,rating,ulasan
XYZ,Miftahul J.,"9,4","staff hotel ramah & cepat dalam cekin cekout, sarapan dengan rasa yg enak, kolam renang ada 2 buat anak & dewasa (kamar ganti nya bersih), disekitar hotel byk tukang jajanan jd klo mlm laper tinggal turun kebawah ( alfa / subway )."
XYZ,N***i,10,Recommend banget deh pko nya. Kamar nya bersih pelayanan nya ramah. Makanan nya enak-enak. Bakal jadi tempat favorit bersma keluarga
XYZ,D***i,10,"Staff hotel Ramah & Kebersihan hotel, kamar nya sangat baikğ??ğ?¤©"
XYZ,Putra y.,10,Sangat bagus dan petugas hotel sangat ramah. Lingkungan sekitar sangat bersih
XYZ,Yosepha D. H.,"9,7",Tarif kamar Terjangkau Kamar Bersih Enak Banget
XYZ,Rahma F.,10,"staf hotel yang ramah, satpamnya oke kamarnya bersih"
XYZ,a***l,"8,1","Hotel nya bagus, lokasi strategis, deket banget minimarket dan banyak tukang jualan makanan di sekitar. Kamar bersih saya suka. Saya dapet di lantai 3 bener-bener gak ada view. Terus kayaknya hotelnya banyak yang pake buat acara, jadi kalo kita keluar masuk diloby itu agak risih karena banyak orang saat ada acara. Kolam renang nya kecil, gak ada playground. Bingung hotel bintang 4 gak ada shaver (alat cukur). Pokoknya ini hotel worth it banget buat transit or buat ada acara gitu. Kurang cocok buat liburan apalagi sama keluarga. Karena fasilitas minim banget. Gitu aja"
XYZ,ayank t.,10,Ga akan nyesel ke sini bersih pelayanan luar biasa
XYZ,Derry H. P.,10,"saya sdh 3x menginap disini dan hasilnya ttp sama. hotel bintang 4 yg real staff ramah,fasilitas oke,room bersih, hotelnya lumayan bagus,mkn tdk mengecewakan enak2. next kesini lagi bareng family."
XYZ,Hartatik,10,Hotel bersih dan karyawan Ramah dan Sloan
XYZ,e***a,"8,5","menginap di Hotel ini karena pas ada kerjaan di tangerang untuk lokasi sangat strategis karena dekat sekali dengan stasiun kereta dan hotel ini juga cukup nyaman, kebersihan dan pelayanan nya cukup oke serta pelayanan nya juga bagus"
XYZ,S***t,"9,4",Pelayanan staffnya ramah baru sampai lobby sudah di bantu semua prosesnya. Proses cek in juga sangat mudah. Kebersihan lumayan lah. Namun perlu di tingkatkan hingga detail detail kecil karena sempat menemukan beberapa kotoran kecil di lantai namun tidak terlalu bermasalah buat saya karena dapat saya bersihkan sendiri. Selebihnya memuaskan.
XYZ,Mia Y.,10,"after Akad Nikah, langsung kesini dgn koper yg banyak, karna pas check out mau lgsg ke kota Suami. Pelayanan disini sangat ramah sekali, stafnya membantu, murah senyum, hotel & kmrnya bersih sekaliğ??? the best pokonya."
XYZ,Ferdis K.,10,Untuk semua fasilitas memuaskan. Kebersihan dan keamanan sangat terjaga. Staff ramah-ramah
XYZ,S***i,"9,4","staff hotel sangat ramah, ruangan bersih wangi, namun untuk sarapan standar sesuai harga sih lumayan enak banget sih nginep disini bagi yang mau ke bandara bisa naik keretağ???"
XYZ,Riyan O.,7,"Mantap. Kamar nyaman, kolam renang kurang bersih."
XYZ,B***n,"9,4","Saya baru saja menginap di dprimahotel tangerang dan sangat terkesan dengan pelayanannya. Proses check-in berjalan lancar berkat bantuan Fadel dan April yang ramah dan cepat menangani permintaan saya. Kamar saya bersih dan luas, dengan pemandangan kota yang memukau."
XYZ,V***a,"8,5",Lebih kebersihan kamar aja di perhatikan dan perawatan gedung.
XYZ,V***a,"8,5","Saran saya untuk kebersihan aja di jaga, dan perawatan gedung. So far menginap di sini enak. Harus pandai-pandai memilih tipe-tipe kamar."
XYZ,Bud D.,10,"Check in dengan mas hotel pelayanan disambut sangat ramah, kami menginap 2 malam dengan sarapan yamg enak enak dan kamar yang bersih. Terima kasih dprimahotel."
XYZ,D***i,10,"Selalu langganan di hotel ini. Kamar bersih, toilet bersih, staf nya ramah. Lokasi nya ok."
XYZ,D***i,"9,4","Pelayanan baik, kamar bersih dan ac dingin, sarapan bervariasi banyak pilihan. Note: kamar mandi seperti nya salah pemilihan lantai karena lebih cocok untuk dinding. Tidak ada tekstur kasar dan lama keringnya sehingga harus extra hati-hati."
XYZ,L***a,10,Semua Ok yaa baru pertama kali nginap di sini. Kamar bersih toilet bersih (bagiku penting toilet ga bau) ke bandara sekitar 15 menit
XYZ,L***a,"9,7",Baru pertama kali nginap di sini. Staff ramah & membantu sekali selama proses check in (pemesanan di traveloka) kamar & toilet bersih banget suka jadinya (saya paling utama toilet harus super bersih) menu sarapan pagi ini lumayan lah (1- 10 nilai 7 sbb ga ada sayuran hijau) selebihnya ok insyaAllah Next nginap di sini lagi bila ada keperluan daerah Tangerang seperti sekarang ini. Baarakallahu fiikum.
XYZ,A***A,10,"Staff hotel sangat ramah dan membantu, overall semuanya bagus. Mulai dari kamar, makanan dan pelayanan. Saran aja buat kolam renang kuat banget bau kaporitnya sama sabun shampo di kamar mandi mobon dikasih label agar tidak terrukar. Terima kasih."
XYZ,Novi R.,10,"Check in dan check out aman. Cuma kemarin saat CI, Receptionist kurang memberikan penjelasan tentang letak lift, jadi di awal kami agak bingung. Lalu tidak dijelaskan juga breakfast ada di lantai berapa, sementara di lift tidak ada keterangan sebagaimana hotel-hotel lainnya. Tapi di luar itu semuanya bagus. Hotelnya cantik. Bantal dan matrass nya enak dan lembut. Semuanya bersih. Untuk makanan, banyak pilihan dan semuanya enak. Ada minuman jamu juga. Next time mau menginap di sini lagi."
XYZ,Nur N.,10,"Staf hotel ramah, kamar bersih, kamar mandi bersih, next recommended banget u nginap di sini lagi."
XYZ,Petrus N. B. P.,10,"Kami menginap 24-25 Agst, extend 25-26 Agst, kamar bersih dan nyaman sbagaimana umumnya kamar kamar di hotel dprima lainnya."
XYZ,Valentina J.,"8,5",Kebersihan Hotel dan perawatan harus di jaga. Dan kebersihan toilet.
XYZ,s***i,10,Sarapan enak tempat nyaman dan bersih ğ??â?º.
XYZ,Senggo,"9,7","Overall semuanya berjalan dengan baik, fasilitas, kebersihan, keramahan dan lainnya, sampai tiba saat saya memesan menu makan malam yaitu Nasi Rawon, saya harus menunggu setengah jam lebih saat itu, dan sempat juga saya tegur salah satu Staff di Resto, yang barulah tidak lama kemudian diantar ke meja saya, tidak tau keterlambatan penyajian dikarenakan oleh apa, saya rasa itu yang membuat pengalaman menginap saya menjadi kurang sempurna, terima kasih."
XYZ,AYU S. Z. E. A.,10,"Kamar oke banget, bersih, dan nyaman, koridor full karpet ambal minusnya di dalam kamar tidak dipasang karpet ambal karena aku suka yang di kamar terpasang karpet tapi untuk yang lain tetep oke."
XYZ,mitha m.,10,"Hotelnya bersih, kamarnya nyaman, staffnya juga ramahÂ². Kolam renang bersih walau rada kecil dbandingkan hotel lain. Sayang fitnes centrenya lagi banyak maintenance. Overall recommended sih."
XYZ,E***g,10,"Baru pertama nginap di sini. Pelayanan, kebersihan dan menu restoran Sangat baik. Puas menginap di sini. ğ?¥°."
XYZ,S***a,10,"Sudah dua x bermlm di dprima jalan benteng di room smoking area sampai yang ke 2x y masih ok, ac dingin kamar mandi bersih tempat tidur bersih tetap los smoking. Requmend deh buat perokok."
XYZ,R***a,10,"Bedroom cukup besar, toilet ada water heater, parkir luas, kolam renang bersih, tempat gym nya juga bagus, pelayanannya memuaskan â­."
XYZ,I***n,10,"Check-in cepat dengan Mbak weni, kolam renangnya bersih dan pelayan bagus sarapannya enak banyak variannya. Rekomen banget dehh."
XYZ,Hartono,10,"Pelayanan bagus kamar cukup luas bersih, lokasi strategis. Check in cepat dengan Mbak Weni."
XYZ,S***a,10,"Bet bersih, kamar mandi bersih air panas top. Ac dingin poll nyaman pelayanan ramah."
XYZ,Asbon M. M. S.,10,"Kamar yang sangat bersih, pelayanan yang sangat ramah dan semua sangat sangat bagus. Sangat puas menginap di sini dan sangan recommended. Sampai ketemu di lain kesempatan."
XYZ,A***a,10,Staff hotel sangat ramah. Kamar bersih.
XYZ,W***i,10,Nyaman bersih varisi menu sarapannya juga banyak.
XYZ,anggita p.,10,Pelayanan ramah ğ?? kamar luas n bersih. Kalau mau jajan tggl kebawah ada subway. Enak juga deket indo & alfamart. Untuk menu makanan minumam standar
XYZ,Wahyu S.,"8,5","Breakfast lumayan lengkap pilihannya â?¦. Pelayanan prima, kamar mandi bersih hal simpel yaitu bantal d kasih double ada 4 pcs. Recommended sih."
XYZ,J***e,"8,8","Nginap di sini sudah beberapa kali, sangat nyaman untuk istirahat, kamar juga bersih. Akses juga dekat dengan stasiun."
XYZ,V***y,10,"Staff friendly, fast check in. Recommended. Hanya saja lantai kamar mandi butuh anti slip supaya tidak licin. Kamar luas dan nyaman. Selalu dipertahankan kebersihan dan kenyamanan. Highly recommended. Sarapan juga banyak variasi makanan."
XYZ,v***i,10,Kamar bersih. Resepsionis a. N Lukman ramah dan sangat membantu.
XYZ,M***n,10,"Harga bersahabat dengan hotel yang bagus, bersih dan nyaman, staf hotel ramah, wifi lancar, semua fasilitas kamar oke banget berfungsi dengan baik. Untuk sarapan banyak pilihan menu. Pokoknya prima dech ğ??."
XYZ,Yuli S.,10,"Puas banget, aku suka bantal nya banyak, selimut nya adem bersih handuk bersih semua bagus lah."
XYZ,agus s.,10,Bagus buat keluarga. Dan jaga kebersihan lingkungan dan fasilitas lainnya.
XYZ,E***a,10,"Nyaman sekali menginap di sini, kamar bersih, breakfast lumayan bervariasi."
XYZ,G***e,"5,6","Kamar bau rokok, untungnya pihak hotel akhirnya membantu dengan memasang alat penyegar di luar kamar. Namun tidak banyak membantu, karena AC central, jadi ya pasrah."
XYZ,K***n,10,"Bestt bngett nginep di sini, kamar bersih staff ramah, breakfast nya enak dan beragam."
XYZ,R***n,10,"Perfectğ??¯. Makanan enak, banyak, lengkap. Pelayanan ramah. Ruangan bersih dan wangi. Fasilitas bagus dari mulai wifi yang cepat, kolam renang terawat, kamar salinnya pun bersih."
XYZ,Kartika R. P.,10,"Check in nya super cepat dibantu oleh Mas Adi, dapat free upgrade ke kamar tipe suit. Pemandangan dari kamar bagus dan dapat 2 jendela besar, kamar mandi bersih dan luas. Terimakasiih"
XYZ,s***a,10,"Resepsionisnya ramah kak weny, kamarnya bersih fasilitas lengkap."
XYZ,G***n,10,"Hotel nyaman dan bersih, gak menyesal deh stayvacation di sini."
XYZ,I***a,10,"Hotel ya nyaman, dekat dengan tol. Wangi, bersih."
XYZ,achmad s.,10,"Sangat rekomendasi, staff sangat ramah dan sangat membantu. Pelayanan cepat. Kamar bersih."
XYZ,D***i,8,Kebersihan Kamar dan Kamar mandi perlu ditingkatkan. Dinding Kamar mandi jamur menguning cenderung orange jika kita jeli. 1 staff HK membersihkan kamar sd 30 rooms. Sudah keliatan kualitasnya.
XYZ,Yuana D. P.,10,"Fast check in dengan mas Bilal terima kasih, room bersih dan wangi."
XYZ,R***i,"9,4","Worth ih harga segitu dengan fasilitas yang menurut saya oke, kamar luas, bersih, ac dingin, cuma kemarin minta bed yang 1 bed tapi dikasih nya yang twin karena sudah full, untuk kulkasnya tidak dingin dan channel tvnya masih kurang update sih, selebihnya oke sihh bagus. Mini market dan makanan dekat dengan hotel, overall bagus, thanks."
XYZ,I***a,"9,4","2 Hari staycation dadakan dan asal pilih hotel terdekat dari rumah. Sebenrnya tau hotel ini udah lama dulu th 2014 masih jadi nama allium dan belom coba nginep and pas nginep wawa betah syekali kamar bersih, AC dingin, makanan bervariasi hanya saja kurang dikit, coba dibuat playground untuk anak pasti lebih happy lagi anak-anak ada activity'nya."
XYZ,Yuni P. H.,10,"Hotel yang bersih, staf ramah dan sarapan lumayan bervariasi. Recommended buat staycation ga perlu jauh jauh keluar kota"
XYZ,A***l,9,"Hotelnya bersih, fasilitas hotel juga bersih, cuman makanan nya biasa aja variasi juga ga banyak si"
XYZ,E***a,10,Udah langganan. Bersih wangi ramah.
XYZ,susanti,"9,7","Hotel bersih, satpam ramah, anak saya mau gym dan renang di antar padahal sudah sore, mantapz."
XYZ,E***a,"8,5",Kamar bersih dan pelayanan ok.
XYZ,Praditya G.,"9,1","Staff hotel termasuk security ramah, kebersihan hotel terjaga, housekeeping fast respon, hanya ada kendala pada saat check in saja mungkin karena kondisi libur lebaran dan full tamu jadi agak slow respon dari staff receptionist, tapi overall oke sih, recommended untuk keluarga."
XYZ,e***a,"9,7","Menginap di Hotel XYZ pada saat bulan Ramadhan karena ada urusan kerjaan di daerah pasar kamis Tangerang untuk lokasi cukup strategis terutama untuk pengguna KRL karena sangat dekat dengan stasiun, untuk kamar nyaman dan kebersihan kamar cuku, layanan saat cek in cepat sat set. Yang membuat nilai plus buat saya saat itu sarapan pagi dapat di ganti dengan saur yang makanan nya menurut saya cukup enak walaupun tidak sekomplit saat kita sarapan pagi."
XYZ,e***a,"8,5","Datang pas ada acara di restoran hotel yang lumayan ramai tapi untuk parkiran aman dan proses cek in juga cepat, hotel bersih dan bagus hanya saja saya agak kecewa karena di kasih kamar yang ternyata 1 bed nya adalah penggabungan dari 2 bed sehingga tidur jadi tidak nyaman sekali, baru kali ini saya di kasih kamar dengan type bed seperti ini tanpa pemberitahuan pada waktu cek in, semoga hal ini tidak terjadi lagi dikemudian hari."
XYZ,S***O,10,Staff hotel sangat ramah lingkungan sekitarnya bersih kamar standard kamar mandi kurang besar saja.
XYZ,Dev N.,"8,5","Murah tapi kamarnya luas, bersih, nyaman, kamar mandi dan peralatannya bagus, sarapan enak."
XYZ,Citra C.,"8,5","Sangat nyaman sekali menginap di d'prima hotel, kamarnya luas bersih. Hanya saja mungkin perlu dipertimbangkan untuk penambahan area playground untuk anak. Selebihnya ok. ğ??ğ?»."
XYZ,F***i,10,Fasilitas memuaskan. Kebersihan sangat memadai.
XYZ,K***i,10,"Staf ramah, kebersihan ok, makanan ok, ada kolam renang juga bikin anak-anak tambah happy. Next mau nginap lagi."
XYZ,G***a,"9,4","Bersih banget sih keren, di sampingnya juga banyak tempat makan, dan di tengah kota tangerang juga."
XYZ,Dev N.,"9,1","Saya booking 1 kamar Deluxe King Rp 408.046 dan 1 kamar Twin Bed Rp 408.010 dua2nya with breakfast di aplikasi, murah kan. Dan ternyata kamarnya lumayan luas, bersih, kamar mandinya bersih dan sabun mandi cair dan shampoo yang banyak dan bagus. Untuk sarapan saya suka nasi goreng dan ayam kecap-nya, mantapph."
XYZ,Ardy T.,10,"Fasilitas bagus, semua enak pokoknya, ramah ramah, bersih dan tenang."
XYZ,Annisa r. h.,"9,7","Senang sekali menginap di sini, mulai dari staff yang ramah-ramah poll, kamar yang bersih, dingin, mantap pokoknyaa! Ini kali kedua nginep di sini gak nyesell. Cobain deh yang mau nginep!ğ?«¶ğ?»."
XYZ,Cha S.,"8,5","Harga ramah, kamar bersih nyaman dan lokasi juga di tengah kota, dekat minimarket, gampang nyari makan, trims."
XYZ,Achmad F.,"9,7","Resepsionis nya ramah, baik juga, hanya memang mengantri soalnya dateng ke sini pas long weekend. Kamarnya bersih, wangi, nyaman, terus luas juga, kasur enak dan empuk, jadi nyenyak tidur, di tambah sama view city light dari jendela kamar nya the best siih. Kamar mandi bersih  handuk bersih dan wangi, perlengkapan mandi juga lengkap. Tersedia teh, kopi, gula dan air minum juga. AC dingin, tapi sayang nya di hari kedua malem nya AC nya bocor, jadi air menetes dari atas. Ada kulkas juga jadi enak kalo mau nyimpen makanan dan cemilan. TV juga siaran nya banyak banget, jadi enak kalo mau nonton. Ahh pokok nya bakalan staycation di sini lagi lah, reccommended juga buat yang mau stay di hotel ini ya."
XYZ,Hengki P.,"9,1","Ruangan bersih, staf helpful tapi kurang ramah. Fasilitas ruangan oke, restoran dan makanan oke, fasilitas gym agak kurang, kolam renang lumayan, parkir gratis."
XYZ,Awalia S.,10,"Pertama kali menginap hotel di sini. Kesan pertama unik ya bentuk bangunannya, beda dari yang lain, keren. Dalamnya mewah, wangi, semua staff ramah. Namun saat check in ada kendala bahwa kamar non smoking room tidak tersedia sedangkan saya sedang hamil dan bawa anak-anak, gak mungkin bisa nginep di smoking room, tapi untungnya bisa diselesaikan dan akhirnya kami dapat kamar non smoking room di kamar 629. Kamar bersih, rapi, wangi sampe ke handuk, selimut, bantal semua wangi. Dapat kamar ada jendela besar pas dibuka tirainya bisa lihat pemandangan rumah-rumah di kota Tangerang. Breakfast juga variatif, kolam renang bersih walau kecil tapi anak-anak sudah happy."
XYZ,Firdaus C.,10,"Booking kamar di sini tambah honeymoon setup untuk hadiah pernikahan adik ipar. Sekalian keluargaku juga nginep di sini. Kesan pertama hotelnya mewah banget, bersih, wangi, staff ramah, admin juga fast respon. Mantap dah."
XYZ,Sri H.,"8,5","Sangat menyenangkan, kamar bersih dan pelayanan ramah. Kebetulan juga dekat de. Ngan rumah kakak."
XYZ,S Aditya S.,"8,5",Hotel nya nyaman dan bersih sudha dua kali menginap. Staff dan security nya ramah-ramah kecuali yang bagian front office. Tanpa ekspresi. Sarapan beragam dan lumayan enak-enak. Tempat straregis ada deket tempat makan dan mini market.
XYZ,imas,"8,5","Kamar nyaman, cuma emang cepet penuh ya gak dapet bed king size nya. Gapapa tp pelayanan cepet bisa dibantu sulap twin bed jadi king size. Makanannya juara. Kolam renang dan tempat gymnya bersih enak. Kapan-kapan lagi staycation di siniğ??"
XYZ,Linda A. K.,"9,1","Hotelnya mewah bersih, nyaman banget, kolamnya bersih menu sarapannya banyak enak-enak, bakalan nginep kesini lagi kalo ke Jakarta"
XYZ,Keola S.,"9,4","Bersih, nyaman, dan wangi. Highly recommended ğ??ğ?»."
XYZ,Chintya P. S.,"9,7","Saya san suami check in jam 12 malam masih dilayani dengan baik di hotel ni pesen kamar excecutive tp full langsung di upgrade ke suite tanpa biaya tambahan, sarapannya enak-enak di sini, kamarnya bersih dan bagus, cuma sangat disayangkan AC nya panas di kamar 635 mungkin bisa diperbaiki lagi."
XYZ,Sahurian S.,"8,5","Ini ke 2 kalinya nginap di d'prima. Kamar bersih, nyaman, AC dingin, kamar mandi bersih. Tempat parkir juga cukup."
XYZ,Qiaraputri,"8,8",Minus ranjangnya doang padahal udah book dari jauh hari sebelum tgl 31 Desember req satu ranjang besar tp adanya twin tp gapapa hotelnya nyaman banget bersih terus pemandangnya juga ok banget dari kamar untuk bestment nya juga luas banget pelayanannya juga ok.
XYZ,Mira A.,"8,5","Bersih, pelayanan ramah, breakfast nya enak, bisa request vegetarian, wedang jahe sama kunyit asamnya mantap. Bagus."
XYZ,S Aditya S.,"9,4","Akomodasi nyaman dan bersih. Security sigap. Staff nya kayak robot kalau bicara, kaku dan cepet. But its oke. Ada cafe, deket ke Alfamidi, makanan umkm juga."
XYZ,BADRIAH,"9,7","Lokasi strategis, kamar nyaman-bersih&wangi."
XYZ,Arif W.,8,"Hal-hal baik adalah layanan petugas keamanan & parkir bagus, petugas check in ramah dan responsif, kamar hotel luas, kamar mandi besih dan luas, sarapan enak dan bervariasi. Hal-hal kurang baik adalah kolam renang agak kotor, kulkas di kamar tidak dingin sama sekali."
XYZ,erya,"9,4","Selalu puas menginap di hotel ini kalau sedang ada urusan di tangerang, semoga tetap dipertahankan untuk pelayanan n kebersihan kamar nys."
XYZ,Andri R.,10,"Pelayanan prima, bersih, dan nyaman."
XYZ,Rizky F.,"9,1","Dapat kamar twin bed dengan view Tangerang kota depan stasiun. Secara keseluruhan hotelnya oke, semua staf ramah sangat helpful, fasilitas kamar semua berfungsi dengan baik, kebersihan oke terutama handuk dan sprei bersih hanya saja kemarin minta kamar no smoking baru masuk udah bau rokoknya parah cari house keeping ga ketemu, telpon ga nyambung akhirnya semprot parfum tapi ya tetap bau sampai cek out kondisnya bau rokok ga hilang."
XYZ,Dikdik A. S.,"8,5",Pelayanannya mantap tolong tingkatkan. Fasilitas di hotel kekininaan namun perlu perawatan setiap kamarnya agar lantai tidak terlihat seperti kotor.
XYZ,Cindy N.,"8,5","Kamar bersih, wangi, dan fasilitas ok. Sarapan juga lengkap banget, tapi sayang pelayanan para staff masih kurang, bisa ditingkatkan lagi yaa kaka."
XYZ,Nurlaili W. S. S.,"9,4",Staycation sekaligus merayakan ulang tahun. Fasilitasnya nyaman. Petugasnya ramah. Kolam renangnya bersih. Kuenya enak
XYZ,Cholil R.,10,"Kami menikmati selama menginap di hotel ini, kamar yang bersih, sarapan yang variatif dan tempat parkir yang nyaman, semua ok."
XYZ,Atika S.,"8,5","Semua baguss pelayanan, kamar, kebersihan dan lain-lain hanya antri saja pas naik lift karena kebetulan ada event."
XYZ,Ardine R.,"9,1","Pelayanan bagus, stafnya ramah, breakfast dengan makanan yang beragam, tempat makan di sekitar hotel banyak, ada Indomaret dan Alfamart juga di dekat hotel. Pemandangannya bagus, dekat dengan stasiun dan bandara Soekarno Hatta. Hotelnya lumayan bersih, masukan aja di sekitar kolam renang tolong dijaga kebersihannya, karena banyak daun, dan kotoran tikusğ??ğ?»."
XYZ,Irvan H.,"8,5",Ruangan bersih wangi nyaman semuanya.
XYZ,Dintje N.,"8,5","Hotelnya sangat bagus dan bersih, pelayanannya ramah."
