nama_hotel,nama_pelanggan,rating,ulasan
XYZ,Robert T. A.,10,"Akses ke hotel ini mudah, dekat jalan tol. Kalau lewat Jl. Daan Mogot memang agak lambat tergantung kepadatan. Hotelnya nyaman, bersih. Ada kolam renang buat anak dan dewasa. Ada tempat buat fitness juga. Kamar-nya ok, AC-nya dingin banget, water heater berfungsi baik. Sayang program TV-nya seperti film-film lama. Refrigerator kurang dingin, padahal bawa makanan bayi, akhirnya tetap disimpan di cooler box yang dibawa, toh kamar-nya dingin banget. Dapat kamar di pojok, kacanya lebar jadi dari atas bisa lihat sisi Timur dan Selatan. Makanannya enak. Staf-nya ramah-ramah. Nginap di sini pas bulan puasa, jadi berasa booking 1 hotel. Renang cuman sekeluarga, breakfast juga ditemani 1-2 tamu lain. Overall ok, puas sih nginap di sini. Terima kasih.."
XYZ,H***H,10,luar biasa keren dan nyaman hotelnya. Staff dan Pegawai baik dan ramah. kualitas kamarnya sangat oke. cocok untuk yang sedang liburan dan ingin terbang ke Bandara Soekarno Hatta. semoga dprima hotel bisa semakin maju dan membuka cabang khusus di Kota Palangkaraya.. terimakasih
XYZ,Tony T.,"9,4","Staff di hotel sangat ramah dan cakap. Saya sempat ketinggalan hp di restonya, dalam kondisi banyak orang, hp saya segera diamankan dan disimpan oleh staf hotel. ğ??ğ??"
XYZ,Abdul R.,10,bagus tempatnya dekat kemna" pelyanan nya sagat ramah kamarnya bersih
XYZ,Fauzan N. R.,10,"Staff hotel ramah, pelayanan check in dan check out sangat cepat dan tidak ribet"
XYZ,I***h,"9,7","Selalu nyaman nginep di hotel ini. Dari anak2 masih kecil sampai mereka skrg sudah remaja, pelayanan tetap sama, tetap ramah dan kamar nyaman. Untuk makanan masih agak kurang rasa, kurang variatif. Tapi overall okay."
XYZ,Agung G.,"9,7","Udah langganan nginap di sini, menu sarapan nya uenak uenak dan ada kopi hitam nya di menu sarapan nya wajib di coba, enak legit dan harum. Thx untuk semua staf yang ramah ramah nya."
XYZ,a***a,10,"Kamar hotel nya bersih, pelayanan nya ramah tempat yang strategis dan harga afordable banget."
XYZ,D***a,"8,5","Stafnya sangat ramah, setiap kali kita bertemu satu sama lain mereka selalu menyapa dan tersenyum, Menu Sarapan Ga Terlalu Variatif, rasanya cukup enak seperti hotel bintang 4. Rulesnya boleh dong unkulahkan pengunjung yg mau isi ulang mineral udara kalo bisa diantar ke kamar, Gapapa Kalo memang haru bayar lagi tp sapersionis telp katananya turh sendiri ke bawah unkuk air air air heuu."
XYZ,Novi R.,"9,7","Kali ke sekian stay di hotel ini karena memang suka. Tapi stay yg kali ini, waktu check in, receptionist nya agak jutek, kurang ramah. Pesanan saya include breakfast, tapi diinfokanya tanpa breakfast, cara bertanyanya juga kurang menyenangkan. Padahal sebelum2nya bagian Front Office yg saya temui selalu bagus dan ramah. Tolong bisa dimaintain keramahan dan ketulusannya. Untuk yg lain2nya semua ya OK as usual.."
XYZ,Udo S.,"8,8","kamar luas bersih wangi.. parkir luas staff ramah lobby juga besar cm tidak ada welco drink, sarapan lumayan banyak rasanya juga enak.. cm kekurangan diarea kamar mandi keramik lantai yang digunakan keramik yang licin jadi kena air licin sampe mau jatuh, terus shower nya ngehadap kepintu dan tidak ada tutup area shower kaya hotel lainya jdi air shower tidak kemana2, karena tidak ada pintu kaca diarea shower jadi air basah sampe ke kloset dan lantai licin sekali, selebihnya ok"
XYZ,I***n,10,cari hotel random tau nya TOP MARKOTOP JOZZ. Staff Hotel super ramah.. dari security sampai resepsionist baik semua dan sangat membantu. next bakal nginep lg karna blm coba kolam renang nyağ???.
XYZ,R***s,"8,5",Staf solutif dan Ramah. Makanan enak.
XYZ,R***s,"9,1","Staf sangat solutif. Ketika saya lapor kulkas gak berfungsi, langsung diganti. Nice. Sedikit sara: shower kamar mandi kalo bisa diganti, karena ada yang sudah kondisinya kurang baik."
XYZ,Tirta K.,"9,1","Staff ramah, kamar nyaman, dekat dengan segala akses"
XYZ,P***a,10,"Deket sama Bandara n mau kemana2 juga gampang, kamarnya luas n bersih, staff hotelnya semua ramah2"
XYZ,r***i,10,"staff ramah2 semua, trims mba Selim cek in nya kalo bisa additional breakfastnya diturunkan harganya ğ???.. next balik lagi"
XYZ,R***e,"9,4","Tempat yg nyaman, staff nya juga ramah.. lokasi strategis.. wajib dicoba"
XYZ,YANTO P.,10,"perjalanan bisnis yang menyenangkan,Proses cek in cepat mba resepsionisnya ramah sangat membantu, makannya enak & lezat pelayanan di restauran ramah, terimakasih Mas purnama,Mba Mufida & Mba Vera yang sudah kasih pengalaman yang menyenangkan ketika makan di restoran dan pesanan room service dengan Mas Rama yang sangat membantu dengan cepat ketika perut saya lapar,kamar lumayan bersih luas,overall excellent ğ??? Top d'prima."
XYZ,solikul i.,10,"stafnya ramah, kamar bersih, tempatnya nyaman, strategis"
XYZ,d***h,"9,4","Nyaman. Kesekian kali menginap saat giat kantor. Seluruh staff ramah, check in dan checkout cepat ğ??"
XYZ,l***a,10,"hotel nya bagus, bersih, . pesan 3 kamar semuanya bersih. pelayanan nya baik. breakfast nya variannya lumayan byak ya, rasanya standar, overall puas, apalgi ada kolam renangnya, anak saya suka yg berbau air, mengingat kota jakarta yg panas nya ampunğ?¤£ğ?¤£sblmnya sdh pernah nginap juga di prima hotel mangga dua, sblm orgtua pulang ke medan diajak staycation dsini, dekat dri bandara lagi ya. mknya pilih hotel ini. jgan ragu nginap dsini ya guys."
XYZ,Miftahul J.,"9,4","staff hotel ramah & cepat dalam cekin cekout, sarapan dengan rasa yg enak, kolam renang ada 2 buat anak & dewasa (kamar ganti nya bersih), disekitar hotel byk tukang jajanan jd klo mlm laper tinggal turun kebawah ( alfa / subway )."
XYZ,D***e,10,Staff ramah d saat check-in. Pelanyanan sangat memuaskan. Jangan ragu check-in d sini.
XYZ,p***r,"9,4","Staff, kamar, fasilitas semuanya oke banget, cuman sayang ana kamarnya tidak soundproof"
XYZ,Dicky A.,"9,7","Staff sangat ramah, makan enakÂ²"
XYZ,S***y,10,"Staffnya oke semua, ramah, friendly, secara keseluruhan oke dech cocok buat keluarga"
XYZ,N***i,10,Recommend banget deh pko nya. Kamar nya bersih pelayanan nya ramah. Makanan nya enak-enak. Bakal jadi tempat favorit bersma keluarga
XYZ,D***i,10,"Staff hotel Ramah & Kebersihan hotel, kamar nya sangat baikğ??ğ?¤©"
XYZ,Putra y.,10,Sangat bagus dan petugas hotel sangat ramah. Lingkungan sekitar sangat bersih
XYZ,B***y,10,"Nginep di sini karena ada seminar di sini. Hotelnya bagus, makanan breakfast enak. Staff ramah, free parkir juga."
XYZ,S***i,9,semua nya ok. cuma saat breakfast kurang nyaman karena anak tidak makan pagi dan di tanya sampai kemeja oleh staf.. makanan enak semua kok. sukses selalu dprima hotel
XYZ,Rahma F.,10,"staf hotel yang ramah, satpamnya oke kamarnya bersih"
XYZ,l***n,"8,5","Pelayanan selalu baik, tingkatkan terus"
XYZ,m***d,10,Crew hotel yang saya temui ramah semua
XYZ,ayank t.,10,Ga akan nyesel ke sini bersih pelayanan luar biasa
XYZ,Nandi Y.,"9,7","Kasurnya enak dan nyaman untuk tidur, staff n cs nya ramah"
XYZ,Derry H. P.,10,"saya sdh 3x menginap disini dan hasilnya ttp sama. hotel bintang 4 yg real staff ramah,fasilitas oke,room bersih, hotelnya lumayan bagus,mkn tdk mengecewakan enak2. next kesini lagi bareng family."
XYZ,Nandi Y.,"9,7","Kasurnya enak, staf hotel ramah"
XYZ,Hartatik,10,Hotel bersih dan karyawan Ramah dan Sloan
XYZ,K***a,10,"Staff nya sangat ramah-ramah banget, pokok nya the best banget"
XYZ,Rio W.,10,"Untuk seluruh staff dan karyawan ramah, serta makanan dan lingkungan hotel enak"
XYZ,R***y,"8,4","Staf Hotel Ramah, Dekat Dengan Stasiun Batu Ceper"
XYZ,e***a,"8,5","menginap di Hotel ini karena pas ada kerjaan di tangerang untuk lokasi sangat strategis karena dekat sekali dengan stasiun kereta dan hotel ini juga cukup nyaman, kebersihan dan pelayanan nya cukup oke serta pelayanan nya juga bagus"
XYZ,Y***f,"9,7","Nyaman dan sesuai request pelayanan nya,"
XYZ,S***t,"9,4",Pelayanan staffnya ramah baru sampai lobby sudah di bantu semua prosesnya. Proses cek in juga sangat mudah. Kebersihan lumayan lah. Namun perlu di tingkatkan hingga detail detail kecil karena sempat menemukan beberapa kotoran kecil di lantai namun tidak terlalu bermasalah buat saya karena dapat saya bersihkan sendiri. Selebihnya memuaskan.
XYZ,Mia Y.,10,"after Akad Nikah, langsung kesini dgn koper yg banyak, karna pas check out mau lgsg ke kota Suami. Pelayanan disini sangat ramah sekali, stafnya membantu, murah senyum, hotel & kmrnya bersih sekaliğ??? the best pokonya."
XYZ,S***p,10,"Hotel yang sangat bagus, cocok untuk menginap bagi keluarga maupun pasangan, harga sangat murah namun tidak murahan, pelayanan dan kamar sangat baik, pengalaman menginap yang sangat menyenangkan"
XYZ,Ferdis K.,10,Untuk semua fasilitas memuaskan. Kebersihan dan keamanan sangat terjaga. Staff ramah-ramah
XYZ,R***i,10,Sangat ramah bilaperlu selalu tetap terjaga kualitas dan mutu SOP hotelnya.
XYZ,H***o,10,Para staf yang ramah dan pelayanan yang baik.
XYZ,R***a,"8,5",ramah semuaa membantu dan pelayanan ok menurut ku
XYZ,S***i,"9,4","staff hotel sangat ramah, ruangan bersih wangi, namun untuk sarapan standar sesuai harga sih lumayan enak banget sih nginep disini bagi yang mau ke bandara bisa naik keretağ???"
XYZ,B***n,"9,4","Saya baru saja menginap di dprimahotel tangerang dan sangat terkesan dengan pelayanannya. Proses check-in berjalan lancar berkat bantuan Fadel dan April yang ramah dan cepat menangani permintaan saya. Kamar saya bersih dan luas, dengan pemandangan kota yang memukau."
XYZ,E***a,"9,7","Hotelnya keren, stafnya yang pling oke bapak security yang jaga dilobby ramah banget perlu diacungi jempol 5, resepsionis yang jaga cowok tgl 14 jam 5 pagi juga ramah banget padahal saya tau anda kyknya ngantuk banget tapi anda ramah pak, keren, teknisi juga gercep, apalagi cleaning service yang bersihkan di lantai 9 pagi pukul 10 rajin dan gercep banget, kalian semua keren ğ??. Tapi sayang banget saya flight lagi dan sarapannya g bisa di take away ğ??­ semoga next kalo nginep sni bisa, dan shuttle bus ke bandara Soetta semoga TEREALISASI seperti diketerangan yang tertera ditraveloka, sama satu lagi nyamuk dikursi depan resepsionis banyak banget mohon diperhatikan."
XYZ,F***a,10,Staff ramah kamar nyaman dekat ke tempat makan. Recommended pokoknya tks dprima hotel.
XYZ,Abdul A. M.,"9,7","Pertama kali datang ke hotel ini, melebihi ekspektasi yang saya harapkan. Mulain dari security dan staff hotel yang ada di dalam, semuanya sangat ramah. Mereka tidak segan menanyakan jika ada hal yang mungkin dirasa perlu dijelaskan."
XYZ,Agung G.,10,"Staf stafnya ramah ramah, sarapanya banyak pilihan dan rasa nya cukup enak enak. Selalu dapat harga terbaik. Recommended hotel di tangerang kota. Puas puas dah."
XYZ,vira r.,10,"Recommended banget buat bermalam di sini, dari pelayanan, kamar, dan makanannya oke semua, tetap dipertahankan kan ya ğ?¥°ğ??ğ?»."
XYZ,Bud D.,10,"Check in dengan mas hotel pelayanan disambut sangat ramah, kami menginap 2 malam dengan sarapan yamg enak enak dan kamar yang bersih. Terima kasih dprimahotel."
XYZ,Cindy N.,10,"Pelayanan memuaskan, tetap di pertahankan ya terima kasih."
XYZ,Hery P.,"9,4","Menyenangkan. Pelayanan baik,"
XYZ,D***i,10,"Selalu langganan di hotel ini. Kamar bersih, toilet bersih, staf nya ramah. Lokasi nya ok."
XYZ,D***i,"9,4","Pelayanan baik, kamar bersih dan ac dingin, sarapan bervariasi banyak pilihan. Note: kamar mandi seperti nya salah pemilihan lantai karena lebih cocok untuk dinding. Tidak ada tekstur kasar dan lama keringnya sehingga harus extra hati-hati."
XYZ,L***a,"9,7",Baru pertama kali nginap di sini. Staff ramah & membantu sekali selama proses check in (pemesanan di traveloka) kamar & toilet bersih banget suka jadinya (saya paling utama toilet harus super bersih) menu sarapan pagi ini lumayan lah (1- 10 nilai 7 sbb ga ada sayuran hijau) selebihnya ok insyaAllah Next nginap di sini lagi bila ada keperluan daerah Tangerang seperti sekarang ini. Baarakallahu fiikum.
XYZ,A***A,10,"Staff hotel sangat ramah dan membantu, overall semuanya bagus. Mulai dari kamar, makanan dan pelayanan. Saran aja buat kolam renang kuat banget bau kaporitnya sama sabun shampo di kamar mandi mobon dikasih label agar tidak terrukar. Terima kasih."
XYZ,R***i,10,Staf nya sangat ramah dan santun. Hotel yang kid friendly banget dekat juga ke bandara Soetta.
XYZ,Nur N.,10,"Staf hotel ramah, kamar bersih, kamar mandi bersih, next recommended banget u nginap di sini lagi."
XYZ,Via &. H.,10,"Kali ke2 menginap di sini, ga mengecewakan sama sekali. Pelayanan sampe sarapan juga bervariasi dan enak enak semua ğ?«°ğ?¼ hanya saat ngetap di lift agak susah, jadi harus pelan pelan cari posisi yang benar. Tapi selebihnya oke banget koq ğ?«°ğ?¼."
XYZ,K***a,10,"Sangat recommended dan selalu nyaman, pelayanan terbaik."
XYZ,Eka W.,10,Staff semua om. Sekuriti ramah dan sangat membantu.
XYZ,Senggo,"9,7","Overall semuanya berjalan dengan baik, fasilitas, kebersihan, keramahan dan lainnya, sampai tiba saat saya memesan menu makan malam yaitu Nasi Rawon, saya harus menunggu setengah jam lebih saat itu, dan sempat juga saya tegur salah satu Staff di Resto, yang barulah tidak lama kemudian diantar ke meja saya, tidak tau keterlambatan penyajian dikarenakan oleh apa, saya rasa itu yang membuat pengalaman menginap saya menjadi kurang sempurna, terima kasih."
XYZ,A***l,"9,4","Petugas frontline cukup informatif. Security juga sangat ramah dan helpful. Pas minta bantuan benerin koper yang kebetulan lagi rusak, stafnya sigap membantu sampe beres. Puas pokoknya."
XYZ,R***a,7,"Agak kecewa karena 1,5 jam setelah check in ac bocor, padahal baru istirahat setelah perjalanan jauh. Akhirnya pindah kamar beda jenis bed karena yang sejenis katanya full (kecewa jujur tapi daripada lama nunggu perbaikan), lumayan makan waktu dan menghabiskan waktu istirahat siang. Semoga lain kali lebih diperhatikan jika memang waktunya service (pas tanya kenapa sampek bocor jawabannya karena kamar selalu penuh)."
XYZ,F***a,10,Semuanyaa mantap sekali. Staff sangat mmbntu ketika ada masalah.
XYZ,prasetia a.,10,"Pelayanan yang prima, dari sekuriti, resepsionis dan pegawai lainnya."
XYZ,Taqiyyah I.,10,"Staff nya ramah, hotelnya wangi. Akses kemana-mana cukup mudah dijangkau, breakfastnya oke banget, banyak pilihan."
XYZ,E***g,10,"Baru pertama nginap di sini. Pelayanan, kebersihan dan menu restoran Sangat baik. Puas menginap di sini. ğ?¥°."
XYZ,Agung G.,10,"Staf sangat ramah, resepsionis Mbak Erni Begitu ramah dan sangat membantu. Semoga tetap bertahan dengan segala kenyamanan nya. Saya pasti kembali jika berkunjun lagi ke kota Tangerang. Oh iya menu sarapan pagi nya luar biasa bervariasi dan enak enak puas lah."
XYZ,S***n,10,Recommended untuk pelayanan selama beberapa hari kemarin pada saat menginap.
XYZ,Senggo,10,"Semuanya sangat baik, dari mulai Security, resepsionis, Staff Restauran, Cleaning Service. Semua sudah bekerja dan melayani dengan luar biasa, terima kasih."
XYZ,Taufik H.,10,Adi dan bilal fasilitas baik resepsionis sangat vaik.
XYZ,Jhon L.,10,Mas bilal dan mas Lukman pelayanannya ramah dan cepat. Serta melayani dengan sepenuh hati.
XYZ,Hartono,10,"Pelayanan bagus kamar cukup luas bersih, lokasi strategis. Check in cepat dengan Mbak Weni."
XYZ,Nurmaisyah,10,Terima kasih untuk staff Sami dan Fadel sudah membantu kami early check in nya.
XYZ,S***a,10,"Bet bersih, kamar mandi bersih air panas top. Ac dingin poll nyaman pelayanan ramah."
XYZ,Asbon M. M. S.,10,"Kamar yang sangat bersih, pelayanan yang sangat ramah dan semua sangat sangat bagus. Sangat puas menginap di sini dan sangan recommended. Sampai ketemu di lain kesempatan."
XYZ,A***a,10,Staff hotel sangat ramah. Kamar bersih.
XYZ,j***y,10,"Staff dan security ramah-ramah, makanan banyak variasinya saya suka sekali nginap di sini, next akan nginap lagi."
XYZ,Irvan H.,10,Pelayanan bagus nyaman. Terima kasih Mbak Samiri & Scurity M. Irfan. Pelayanannya thebest.
XYZ,A***e,10,Staff ramah dan hotel sangat nyaman.
XYZ,M***I,10,"Baru pulang dari hotel ini. Secara keseluruhan lumayan lah dengan harga yang diberikan. Kolam renang tidak terlalu luas & lokasinya ada di bagian luar hotel. Tapi baru kali ini saya rasakan, mau ambil handuk untuk berenang adanya di resepsionis & setelah dipakai dikembalikan lagi ke resepsionis. Banyak tamu mau check in tapi agak terganggu dengan yang bolak-balik ambil handuk. Untuk menu sarapan pagi lumayan banyak pilihan, untuk rasa standar aja. Staf nya ada yang ramah & aja juga yang susah senyum."
XYZ,d***a,10,"Dibantu oleh staff Mbak Devira, sangat ramah dan membantu, terima kasih, makanan enak tersedia dari jam 6, ke bandara lewat tol dekat tidak sampai 15 menit, saran semoga ke depan bisa ditambah fasilitas atar jemput bandara ya, terima kasih."
XYZ,Alvin G.,10,"Staff menanyakan kendala dan apa yang perlu diperbaiki jika ada, its a good manner, tks Mrs. Zafira & Mr. Bilal."
XYZ,m***i,10,Wajib banget nginep kesini lagi. Minus nya kolam nya tidak terlalu bsr. Pelayanan juara. Enak enak enak. Good.
XYZ,Febri H.,10,"Makanan enak, staffnya ramah dan suasana kamarnya mantep"
XYZ,anggita p.,10,Pelayanan ramah ğ?? kamar luas n bersih. Kalau mau jajan tggl kebawah ada subway. Enak juga deket indo & alfamart. Untuk menu makanan minumam standar
XYZ,Wahyu S.,"8,5","Breakfast lumayan lengkap pilihannya â?¦. Pelayanan prima, kamar mandi bersih hal simpel yaitu bantal d kasih double ada 4 pcs. Recommended sih."
XYZ,Y***n,"8,5",Jika ke Tangerang akan menginap di sini kembali. Terima kasih atas pelayanan nya.
XYZ,V***y,10,"Staff friendly, fast check in. Recommended. Hanya saja lantai kamar mandi butuh anti slip supaya tidak licin. Kamar luas dan nyaman. Selalu dipertahankan kebersihan dan kenyamanan. Highly recommended. Sarapan juga banyak variasi makanan."
XYZ,v***i,10,Kamar bersih. Resepsionis a. N Lukman ramah dan sangat membantu.
XYZ,O***e,10,"Staf hotel yang sangat ramah, sarapan paginya sangat bervariasi."
XYZ,Teddi L.,10,Pelayanan memuaskan dari mas lukman sangat tanggap terima kasih dprima hotel.
XYZ,M***n,10,"Harga bersahabat dengan hotel yang bagus, bersih dan nyaman, staf hotel ramah, wifi lancar, semua fasilitas kamar oke banget berfungsi dengan baik. Untuk sarapan banyak pilihan menu. Pokoknya prima dech ğ??."
XYZ,Irvan H.,10,Pelayanannya nyamaan resepsionis ramah terima kasih Mbak samiri & devira dan staff lainnya.
XYZ,A***d,10,Staff hotel sangat ramah dan pelayanan check in serta check out nya cepat sekali. Terima kasih Mbak weni dan 1 lagi saya gak inget nama nya. Hehehe lain kali bisa ngajak keluarga kesini lagi.
XYZ,Irza Y.,10,Bisa fast check-in dengan staff mas bilal.
XYZ,Irvan H.,10,Staff hotel Mbak devira & Samiri baik dan lembut.
XYZ,H***n,10,Pelayanannya ramah dan tempatnya nyaman.
XYZ,S***i,10,"Bagus dan ok hotelnya, staffnya ramah aplagi Mbak deviranya. Overall worth it."
XYZ,Y***a,10,"Staffnya ramah-ramah, untuk perjalanan bisnis dan liburan keluarga sangat recommended. Terima kasih."
XYZ,N***i,"8,5","Hotel beraih dan nyaman, lokasi strategis, staf ramah."
XYZ,I***m,10,Staff yang namanya sami ramah memberikan pelayanan prima banget.
XYZ,K***n,10,"Bestt bngett nginep di sini, kamar bersih staff ramah, breakfast nya enak dan beragam."
XYZ,Disa D. O.,10,"Semua staf nya sangat membantu mulai dari security, proses check in dan check out nya lancar di bantu oleh Mbak Devira. Terima kasih."
XYZ,H***I,10,Pelayanan yang baik. Recepsionis nya baik a/n weni.
XYZ,Irvan H.,10,Pelayanannya baik buat resepsionisnya ramah makasih ka devira.
XYZ,Stephen W.,10,Pelayanan mantap check-in cepat terima kasih Mbak Weni dan Mbak devira.
XYZ,Hanna W.,10,"Semua bagus dan pelayanan sangat membantu, pastinya ramah ya. Strategis dan banyak makanan enak ğ???."
XYZ,Hanna W.,10,Semuanya oke. Pelayanan bagus dan ramah. Thx to Mbak Devira Cahya sudah membantu.
XYZ,R***n,10,"Perfectğ??¯. Makanan enak, banyak, lengkap. Pelayanan ramah. Ruangan bersih dan wangi. Fasilitas bagus dari mulai wifi yang cepat, kolam renang terawat, kamar salinnya pun bersih."
XYZ,Y***a,10,Secara keseluruhan oke. Makanan nya bervariasi dan enak. Saya dan keluarga akan kembali menginap di sini. Staff ramah-ramah.
XYZ,Irvan H.,10,Pelayanannya ramah sekali. Ruangannya dapet free upgrade ke suite terima kasih dprima hotel ğ?©·.
XYZ,R***h,10,Terima kasih untuk pelayanan terbaik nya ya Mbak weni. ğ???.
XYZ,Mohammad F. A.,10,Pelayanan sangat baik. Sfaf sangat ramah. Recommended buat staycation bersama keluarga. Anak-anak sangat senang ketika menginap di sini. Variasi menu sarapan nya juga banyak dan rasanya enak.
XYZ,s***a,10,"Resepsionisnya ramah kak weny, kamarnya bersih fasilitas lengkap."
XYZ,achmad s.,10,"Sangat rekomendasi, staff sangat ramah dan sangat membantu. Pelayanan cepat. Kamar bersih."
XYZ,D***i,8,Kebersihan Kamar dan Kamar mandi perlu ditingkatkan. Dinding Kamar mandi jamur menguning cenderung orange jika kita jeli. 1 staff HK membersihkan kamar sd 30 rooms. Sudah keliatan kualitasnya.
XYZ,N***N,"9,4",Nyaman dan pelayanan yang ramah.
XYZ,e***a,"8,5","Staf hotel di front office cukup membantu dan proses cek in lumayan cepat tidak terlalu lama menunggu, cuma kaget aja ternyata kamar type executive dengan harga yang lebih mahal ternyata sama saja dengan kamar type deluxe padahal lumayan selisih harga nya, lalu buat apa dibedakan type yaa kalo fasilitas nya sama?"
XYZ,J***a,10,"Nyaman. View kamar bagus, staff ramah, lokasi dekat pusat kota."
XYZ,Yuni P. H.,10,"Hotel yang bersih, staf ramah dan sarapan lumayan bervariasi. Recommended buat staycation ga perlu jauh jauh keluar kota"
XYZ,W***y,10,"Pelayanannya ramah, kamarnya luas dan nyaman dengan harga 400 an saat itu cuma makanan ga sempet nyoba karena pesen kamar tanpa fasilitas breakfast."
XYZ,V***i,"9,4",Pelayanan sangat baik dan nyaman untuk beristirahat. Kebetulan dapet harga promo pula dari app.
XYZ,F***a,"9,7","Pada saat awal check in, resepsionis jutek jutek, tidak ramah. Pelayanan lama. Selebihnya bagus bagus pelayanan nya. Pokoknya hanya resepsionis yang perlu pelatihan."
XYZ,Eko N. W.,"6,4","Short holiday bersama keluarga besar (5 kamar) tapi menunggu check in dari jam untuk bisa masuk kamar masing-masing: 14.30 (2 kamar), jam 16.00 (1kamar), jam 16.20 (kamar). Memang ramai karena libur lebaran tapi sepertimya juga terihat kekurangan staff dibagian house keeping. Dan tidak ada kompensasi untuk jam check out (berdasar dari jam kami dapat kamar secara lengkap) dari pihak hotel, jadi ya itu terakhir kalinya stay di hotel ini. Semoga bisa jadi pelajaran supaya bisa berbenah ketika high season."
XYZ,E***a,10,Udah langganan. Bersih wangi ramah.
XYZ,A***m,"9,1",Staff ramah cantik-cantik juga rapi.
XYZ,susanti,"9,7","Hotel bersih, satpam ramah, anak saya mau gym dan renang di antar padahal sudah sore, mantapz."
XYZ,E***a,"8,5",Kamar bersih dan pelayanan ok.
XYZ,A***i,10,"Staf hotel ramah, waktu check in dan out yang cepat, makanannya supet yummy."
XYZ,Praditya G.,"9,1","Staff hotel termasuk security ramah, kebersihan hotel terjaga, housekeeping fast respon, hanya ada kendala pada saat check in saja mungkin karena kondisi libur lebaran dan full tamu jadi agak slow respon dari staff receptionist, tapi overall oke sih, recommended untuk keluarga."
